Sample	Group	eccDNA	Type	GC
CbA1	Cb	chr1:130324731-130325569	Cb	0.422434
CbA1	Cb	chr1:130834361-130834660	Cb	0.464883
CbA1	Cb	chr1:131052333-131052648	Cb	0.498413
CbA1	Cb	chr1:131589769-131589935	Cb	0.481928
CbA1	Cb	chr1:131770934-131771302	Cb	0.48913
CbA1	Cb	chr1:131853013-131854311	Cb	0.42681
CbA1	Cb	chr1:131871798-131872222	Cb	0.438679
CbA1	Cb	chr1:132069663-132069759	Cb	0.4375
CbA1	Cb	chr1:132125628-132126236	Cb	0.580592
CbA1	Cb	chr1:132148894-132149416	Cb	0.505747
CbA1	Cb	chr1:132314169-132314395	Cb	0.477876
CbA1	Cb	chr1:132501333-132501963	Cb	0.434921
CbA1	Cb	chr1:132600640-132600773	Cb	0.511278
CbA1	Cb	chr1:132697818-132698090	Cb	0.488971
CbA1	Cb	chr1:132697831-132698077	Cb	0.49187
CbA1	Cb	chr1:133283903-133284262	Cb	0.526462
CbA1	Cb	chr1:133490110-133491285	Cb	0.475745
CbA1	Cb	chr1:133773100-133774594	Cb	0.492637
CbA1	Cb	chr1:134058233-134058937	Cb	0.480114
CbA1	Cb	chr1:134204370-134204532	Cb	0.530864
CbA1	Cb	chr1:134273111-134273226	Cb	0.495652
CbA1	Cb	chr1:134503405-134503637	Cb	0.491379
CbA1	Cb	chr1:135001623-135002328	Cb	0.473759
CbA1	Cb	chr1:135264014-135264459	Cb	0.496629
CbA1	Cb	chr1:135264148-135264716	Cb	0.46831
CbA1	Cb	chr1:135366269-135366434	Cb	0.49697
CbA1	Cb	chr1:135604953-135605762	Cb	0.462299
CbA1	Cb	chr1:135991559-135991825	Cb	0.481203
CbA1	Cb	chr1:136123470-136125841	Cb	0.500211
CbA1	Cb	chr1:136191619-136192578	Cb	0.49635
CbA1	Cb	chr1:136252944-136253487	Cb	0.430939
CbA1	Cb	chr1:136846678-136846992	Cb	0.359873
CbA1	Cb	chr1:136870079-136870716	Cb	0.455259
CbA1	Cb	chr1:136893577-136894267	Cb	0.46087
CbA1	Cb	chr1:136897130-136898210	Cb	0.433333
CbA1	Cb	chr1:137106275-137110610	Cb	0.378316
CbA1	Cb	chr1:137680469-137680660	Cb	0.455497
CbA1	Cb	chr1:137860945-137861354	Cb	0.327628
CbA1	Cb	chr1:138022305-138022634	Cb	0.392097
CbA1	Cb	chr1:138235214-138235795	Cb	0.358003
CbA1	Cb	chr1:138428740-138429027	Cb	0.358885
CbA1	Cb	chr1:139381725-139385761	Cb	0.384539
CbA1	Cb	chr1:139382544-139385824	Cb	0.388415
CbA1	Cb	chr1:139434257-139434914	Cb	0.386606
CbA1	Cb	chr1:139537104-139537499	Cb	0.38481
CbA1	Cb	chr1:140144980-140145521	Cb	0.390018
CbA1	Cb	chr1:140217938-140218249	Cb	0.369775
CbA1	Cb	chr1:140586783-140587479	Cb	0.37069
CbA1	Cb	chr1:141150036-141150241	Cb	0.42439
CbA1	Cb	chr1:142311285-142311403	Cb	0.474576
CbA1	Cb	chr1:142719541-142719827	Cb	0.451049
CbA1	Cb	chr1:142730314-142730825	Cb	0.399217
CbA1	Cb	chr1:142735511-142735836	Cb	0.433846
CbA1	Cb	chr1:142967096-142967626	Cb	0.379245
CbA1	Cb	chr1:143066859-143067446	Cb	0.279387
CbA1	Cb	chr1:143492324-143492654	Cb	0.439394
CbA1	Cb	chr1:143630693-143634101	Cb	0.367371
CbA1	Cb	chr1:143691560-143692296	Cb	0.407609
CbA1	Cb	chr1:144305003-144305861	Cb	0.370629
CbA1	Cb	chr1:144705493-144705852	Cb	0.389972
CbA1	Cb	chr1:144903901-144904607	Cb	0.34136
CbA1	Cb	chr1:144954513-144954833	Cb	0.409375
CbA1	Cb	chr1:145062793-145063357	Cb	0.356383
CbA1	Cb	chr1:145087987-145088819	Cb	0.36899
CbA1	Cb	chr1:145724030-145730196	Cb	0.367824
CbA1	Cb	chr1:146067703-146071662	Cb	0.322304
CbA1	Cb	chr1:146623052-146624504	Cb	0.398072
CbA1	Cb	chr1:146803009-146803247	Cb	0.331933
CbA1	Cb	chr1:146894136-146894732	Cb	0.355705
CbA1	Cb	chr1:147028234-147028541	Cb	0.368078
CbA1	Cb	chr1:147148438-147151493	Cb	0.334534
CbA1	Cb	chr1:148493438-148493855	Cb	0.42446
CbA1	Cb	chr1:148706904-148707036	Cb	0.454545
CbA1	Cb	chr1:150520415-150520744	Cb	0.468085
CbA1	Cb	chr1:150731389-150731939	Cb	0.369091
CbA1	Cb	chr1:151247162-151249746	Cb	0.447368
CbA1	Cb	chr1:151492309-151497024	Cb	0.408696
CbA1	Cb	chr1:151640053-151640333	Cb	0.439286
CbA1	Cb	chr1:151812771-151813141	Cb	0.27027
CbA1	Cb	chr1:151896835-151897281	Cb	0.443946
CbA1	Cb	chr1:152019412-152019909	Cb	0.424547
CbA1	Cb	chr1:152086350-152086627	Cb	0.422383
CbA1	Cb	chr1:152253868-152254310	Cb	0.466063
CbA1	Cb	chr1:152588058-152588405	Cb	0.417867
CbA1	Cb	chr1:152778116-152778903	Cb	0.47014
CbA1	Cb	chr1:153728271-153728650	Cb	0.493404
CbA1	Cb	chr1:154673997-154674872	Cb	0.364571
CbA1	Cb	chr1:154709997-154710801	Cb	0.406716
CbA1	Cb	chr1:154869811-154870173	Cb	0.301105
CbA1	Cb	chr1:155346389-155346804	Cb	0.363855
CbA1	Cb	chr1:155457527-155457899	Cb	0.416667
CbA1	Cb	chr1:155803748-155803992	Cb	0.47541
CbA1	Cb	chr1:155947479-155948448	Cb	0.364293
CbA1	Cb	chr1:156429055-156429975	Cb	0.443478
CbA1	Cb	chr1:156724783-156724958	Cb	0.497143
CbA1	Cb	chr1:157169311-157171656	Cb	0.411514
CbA1	Cb	chr1:157398295-157398494	Cb	0.331658
CbA1	Cb	chr1:157398377-157400704	Cb	0.36055
CbA1	Cb	chr1:157502041-157502535	Cb	0.439271
CbA1	Cb	chr1:158302383-158302637	Cb	0.507874
CbA1	Cb	chr1:158305733-158307601	Cb	0.412741
CbA1	Cb	chr1:158725057-158725479	Cb	0.402844
CbA1	Cb	chr1:158997646-158998192	Cb	0.39011
CbA1	Cb	chr1:159048529-159048675	Cb	0.438356
CbA1	Cb	chr1:159569831-159570545	Cb	0.435574
CbA1	Cb	chr1:160199047-160199373	Cb	0.340491
CbA1	Cb	chr1:160405388-160406750	Cb	0.422908
CbA1	Cb	chr1:160875162-160877995	Cb	0.406989
CbA1	Cb	chr1:160931281-160931589	Cb	0.428571
CbA1	Cb	chr1:161406672-161410425	Cb	0.391953
CbA1	Cb	chr1:161522163-161522323	Cb	0.3875
CbA1	Cb	chr1:161652338-161656838	Cb	0.372
CbA1	Cb	chr1:161733840-161734425	Cb	0.483761
CbA1	Cb	chr1:161854448-161854973	Cb	0.438095
CbA1	Cb	chr1:161945926-161947403	Cb	0.358835
CbA1	Cb	chr1:161976607-161977447	Cb	0.509524
CbA1	Cb	chr1:162174619-162177152	Cb	0.378208
CbA1	Cb	chr1:162390845-162392544	Cb	0.380812
CbA1	Cb	chr1:162467978-162468338	Cb	0.394444
CbA1	Cb	chr1:162534609-162535663	Cb	0.422201
CbA1	Cb	chr1:162650823-162651183	Cb	0.555556
CbA1	Cb	chr1:163411303-163412097	Cb	0.365239
CbA1	Cb	chr1:163723432-163724739	Cb	0.392502
CbA1	Cb	chr1:164360582-164362146	Cb	0.358696
CbA1	Cb	chr1:164807057-164807198	Cb	0.468085
CbA1	Cb	chr1:165104640-165105325	Cb	0.493431
CbA1	Cb	chr1:165541211-165541695	Cb	0.495868
CbA1	Cb	chr1:165833022-165833224	Cb	0.475248
CbA1	Cb	chr1:166070408-166070987	Cb	0.419689
CbA1	Cb	chr1:166268821-166269427	Cb	0.480198
CbA1	Cb	chr1:166350410-166350675	Cb	0.464151
CbA1	Cb	chr1:166727546-166728655	Cb	0.356177
CbA1	Cb	chr1:166864993-166865191	Cb	0.515152
CbA1	Cb	chr1:166941039-166941771	Cb	0.445355
CbA1	Cb	chr1:167164072-167164363	Cb	0.42268
CbA1	Cb	chr1:167256574-167257157	Cb	0.48542
CbA1	Cb	chr1:167314192-167314808	Cb	0.344156
CbA1	Cb	chr1:167327343-167327555	Cb	0.495283
CbA1	Cb	chr1:167908034-167908152	Cb	0.415254
CbA1	Cb	chr1:168092672-168092945	Cb	0.520147
CbA1	Cb	chr1:168281429-168282430	Cb	0.455544
CbA1	Cb	chr1:168347472-168347761	Cb	0.439446
CbA1	Cb	chr1:168560493-168562665	Cb	0.406077
CbA1	Cb	chr1:168686313-168686509	Cb	0.459184
CbA1	Cb	chr1:168895458-168895910	Cb	0.345133
CbA1	Cb	chr1:169170657-169171116	Cb	0.394336
CbA1	Cb	chr1:169273420-169278726	Cb	0.415379
CbA1	Cb	chr1:169801426-169802321	Cb	0.365363
CbA1	Cb	chr1:169925882-169926763	Cb	0.45857
CbA1	Cb	chr1:170033956-170036395	Cb	0.416564
CbA1	Cb	chr1:170492285-170492619	Cb	0.39521
CbA1	Cb	chr1:170849905-170850257	Cb	0.485795
CbA1	Cb	chr1:171032687-171032820	Cb	0.526316
CbA1	Cb	chr1:171350491-171351460	Cb	0.417957
CbA1	Cb	chr1:171553700-171554043	Cb	0.48105
CbA1	Cb	chr1:171679702-171679816	Cb	0.578947
CbA1	Cb	chr1:172488992-172489327	Cb	0.501493
CbA1	Cb	chr1:172541400-172541838	Cb	0.486301
CbA1	Cb	chr1:172776011-172777925	Cb	0.411703
CbA1	Cb	chr1:172823526-172824444	Cb	0.398693
CbA1	Cb	chr1:173586140-173587503	Cb	0.347029
CbA1	Cb	chr1:175478169-175478336	Cb	0.51497
CbA1	Cb	chr1:175884880-175885134	Cb	0.318898
CbA1	Cb	chr1:176733383-176734031	Cb	0.296296
CbA1	Cb	chr1:176767779-176768396	Cb	0.299838
CbA1	Cb	chr1:176845632-176846003	Cb	0.439353
CbA1	Cb	chr1:176901339-176901753	Cb	0.429952
CbA1	Cb	chr1:177041505-177042248	Cb	0.418573
CbA1	Cb	chr1:177041508-177042248	Cb	0.417568
CbA1	Cb	chr1:177723142-177723854	Cb	0.445225
CbA1	Cb	chr1:177840863-177841989	Cb	0.375666
CbA1	Cb	chr1:177996791-177997167	Cb	0.444149
CbA1	Cb	chr1:178277058-178277229	Cb	0.403509
CbA1	Cb	chr1:178393129-178393314	Cb	0.443243
CbA1	Cb	chr1:178866145-178866787	Cb	0.412773
CbA1	Cb	chr1:179103606-179104148	Cb	0.49631
CbA1	Cb	chr1:179250564-179250871	Cb	0.410423
CbA1	Cb	chr1:179615990-179616513	Cb	0.476099
CbA1	Cb	chr1:179836247-179836484	Cb	0.35443
CbA1	Cb	chr1:179843365-179843519	Cb	0.38961
CbA1	Cb	chr1:179883556-179884814	Cb	0.434817
CbA1	Cb	chr1:179883665-179885107	Cb	0.448682
CbA1	Cb	chr1:180189296-180189449	Cb	0.411765
CbA1	Cb	chr1:180392929-180393104	Cb	0.502857
CbA1	Cb	chr1:180616161-180617076	Cb	0.521311
CbA1	Cb	chr1:180655523-180655777	Cb	0.425197
CbA1	Cb	chr1:180746680-180747068	Cb	0.479381
CbA1	Cb	chr1:180973769-180974006	Cb	0.489451
CbA1	Cb	chr1:181259282-181259401	Cb	0.445378
CbA1	Cb	chr1:181445647-181445972	Cb	0.48
CbA1	Cb	chr1:182444041-182445003	Cb	0.442827
CbA1	Cb	chr1:182889440-182889624	Cb	0.505435
CbA1	Cb	chr1:183155314-183155803	Cb	0.447853
CbA1	Cb	chr1:183192235-183192365	Cb	0.523077
CbA1	Cb	chr1:183779710-183783043	Cb	0.433843
CbA1	Cb	chr1:183787806-183788010	Cb	0.504902
CbA1	Cb	chr1:184071930-184072298	Cb	0.391304
CbA1	Cb	chr1:184347185-184347402	Cb	0.400922
CbA1	Cb	chr1:184668507-184669139	Cb	0.463608
CbA1	Cb	chr1:184837549-184838308	Cb	0.471673
CbA1	Cb	chr1:184840172-184840438	Cb	0.451128
CbA1	Cb	chr1:184968900-184969206	Cb	0.431373
CbA1	Cb	chr1:185274867-185275078	Cb	0.483412
CbA1	Cb	chr1:7746886-7751623	Cb	0.356977
CbA1	Cb	chr1:18119784-18120746	Cb	0.37422
CbA1	Cb	chr1:18676909-18678321	Cb	0.351275
CbA1	Cb	chr1:22986528-22987154	Cb	0.421725
CbA1	Cb	chr1:28227147-28231495	Cb	0.330497
CbA1	Cb	chr1:31669550-31672813	Cb	0.36255
CbA1	Cb	chr1:45988079-45993904	Cb	0.387983
CbA1	Cb	chr1:50412202-50414094	Cb	0.412262
CbA1	Cb	chr1:57638495-57639866	Cb	0.437637
CbA1	Cb	chr1:71679928-71680312	Cb	0.388021
CbA1	Cb	chr1:72171469-72171990	Cb	0.485605
CbA1	Cb	chr1:85130944-85131548	Cb	0.445364
CbA1	Cb	chr1:96108008-96109915	Cb	0.37913
CbA1	Cb	chr1:113179683-113182009	Cb	0.360705
CbA1	Cb	chr1:121813647-121816847	Cb	0.404063
CbA1	Cb	chr1:134791145-134792007	Cb	0.37471
CbA1	Cb	chr1:139229516-139233221	Cb	0.410796
CbA1	Cb	chr1:156745520-156745772	Cb	0.539683
CbA1	Cb	chr1:166148583-166150706	Cb	0.467734
CbA1	Cb	chr1:173749309-173752827	Cb	0.357021
CbA1	Cb	chr1:174438439-174440603	Cb	0.38586
CbA1	Cb	chr1:174440297-174441447	Cb	0.355652
CbA1	Cb	chr1:175554043-175556867	Cb	0.369688
CbA1	Cb	chr1:176519520-176523010	Cb	0.383954
CbA1	Cb	chr1:32636718-32638683	Cb	0.337405
CbA1	Cb	chr1:94633643-94634825	Cb	0.367174
CbA1	Cb	chr1:186215664-186216004	Cb	0.408824
CbA1	Cb	chr1:186813011-186813212	Cb	0.447761
CbA1	Cb	chr1:187006108-187006487	Cb	0.532982
CbA1	Cb	chr1:187826626-187826786	Cb	0.475
CbA1	Cb	chr1:187826630-187826785	Cb	0.470968
CbA1	Cb	chr1:187907551-187908041	Cb	0.463265
CbA1	Cb	chr1:188053099-188053261	Cb	0.401235
CbA1	Cb	chr1:189049717-189049939	Cb	0.468468
CbA1	Cb	chr1:189058007-189058188	Cb	0.425414
CbA1	Cb	chr1:189444135-189444458	Cb	0.473684
CbA1	Cb	chr1:189555533-189555890	Cb	0.456583
CbA1	Cb	chr1:189598133-189598814	Cb	0.443466
CbA1	Cb	chr1:189897997-189898394	Cb	0.506297
CbA1	Cb	chr1:189935466-189937998	Cb	0.439179
CbA1	Cb	chr1:190125006-190125274	Cb	0.533582
CbA1	Cb	chr1:190202000-190202310	Cb	0.454839
CbA1	Cb	chr1:190231558-190231847	Cb	0.449827
CbA1	Cb	chr1:190285808-190286952	Cb	0.48951
CbA1	Cb	chr1:190408902-190409103	Cb	0.497512
CbA1	Cb	chr1:190559088-190559504	Cb	0.475962
CbA1	Cb	chr1:190589813-190589981	Cb	0.464286
CbA1	Cb	chr1:190992302-190992591	Cb	0.512111
CbA1	Cb	chr1:191068908-191069264	Cb	0.477528
CbA1	Cb	chr1:191373288-191373951	Cb	0.360483
CbA1	Cb	chr1:191750144-191750846	Cb	0.393162
CbA1	Cb	chr1:192060806-192060978	Cb	0.430233
CbA1	Cb	chr1:192432725-192433382	Cb	0.447489
CbA1	Cb	chr1:192453440-192453665	Cb	0.471111
CbA1	Cb	chr1:192683068-192683358	Cb	0.431034
CbA1	Cb	chr1:192708569-192709453	Cb	0.475113
CbA1	Cb	chr1:192873509-192873972	Cb	0.462203
CbA1	Cb	chr1:193025866-193026438	Cb	0.402098
CbA1	Cb	chr1:193110621-193110765	Cb	0.381944
CbA1	Cb	chr1:193191192-193191589	Cb	0.473552
CbA1	Cb	chr1:193296639-193297220	Cb	0.516351
CbA1	Cb	chr1:193503376-193503724	Cb	0.485632
CbA1	Cb	chr1:193544993-193545136	Cb	0.538462
CbA1	Cb	chr1:193628106-193629239	Cb	0.431598
CbA1	Cb	chr1:194735104-194735438	Cb	0.416168
CbA1	Cb	chr1:194817299-194818061	Cb	0.356955
CbA1	Cb	chr10:3972322-3972531	Cb	0.492823
CbA1	Cb	chr10:3992546-3993030	Cb	0.497934
CbA1	Cb	chr10:4614820-4615429	Cb	0.428571
CbA1	Cb	chr10:4960305-4960774	Cb	0.379531
CbA1	Cb	chr10:5291517-5292894	Cb	0.433551
CbA1	Cb	chr10:6466041-6466410	Cb	0.382114
CbA1	Cb	chr10:6901915-6902803	Cb	0.46509
CbA1	Cb	chr10:6947384-6948978	Cb	0.358846
CbA1	Cb	chr10:7796961-7798130	Cb	0.451668
CbA1	Cb	chr10:7803954-7804420	Cb	0.422747
CbA1	Cb	chr10:7825711-7826039	Cb	0.457317
CbA1	Cb	chr10:8347626-8347918	Cb	0.445205
CbA1	Cb	chr10:8428301-8428508	Cb	0.463768
CbA1	Cb	chr10:8563392-8565105	Cb	0.396381
CbA1	Cb	chr10:8810138-8810403	Cb	0.418868
CbA1	Cb	chr10:9361671-9362243	Cb	0.410839
CbA1	Cb	chr10:9548303-9550214	Cb	0.396128
CbA1	Cb	chr10:9579523-9579855	Cb	0.370482
CbA1	Cb	chr10:9814171-9814874	Cb	0.412518
CbA1	Cb	chr10:9893372-9893735	Cb	0.371901
CbA1	Cb	chr10:9939970-9940412	Cb	0.420814
CbA1	Cb	chr10:9973100-9973663	Cb	0.332149
CbA1	Cb	chr10:10681379-10682003	Cb	0.352564
CbA1	Cb	chr10:10713821-10714500	Cb	0.42268
CbA1	Cb	chr10:10892849-10893257	Cb	0.375
CbA1	Cb	chr10:10914218-10914655	Cb	0.393593
CbA1	Cb	chr10:12077621-12078158	Cb	0.44879
CbA1	Cb	chr10:12224599-12224843	Cb	0.454918
CbA1	Cb	chr10:12282023-12282442	Cb	0.377088
CbA1	Cb	chr10:12446126-12446473	Cb	0.365994
CbA1	Cb	chr10:12471809-12472297	Cb	0.415984
CbA1	Cb	chr10:12928877-12929682	Cb	0.423602
CbA1	Cb	chr10:13417304-13418485	Cb	0.424217
CbA1	Cb	chr10:13524455-13524911	Cb	0.368421
CbA1	Cb	chr10:13575058-13575233	Cb	0.48
CbA1	Cb	chr10:13950031-13952467	Cb	0.404762
CbA1	Cb	chr10:14033118-14035837	Cb	0.427731
CbA1	Cb	chr10:14111355-14111448	Cb	0.526882
CbA1	Cb	chr10:14198898-14199278	Cb	0.4
CbA1	Cb	chr10:14619407-14622653	Cb	0.378928
CbA1	Cb	chr10:14806091-14806441	Cb	0.354286
CbA1	Cb	chr10:15247184-15247304	Cb	0.391667
CbA1	Cb	chr10:15260427-15261405	Cb	0.396728
CbA1	Cb	chr10:15493276-15493899	Cb	0.434992
CbA1	Cb	chr10:15504264-15507312	Cb	0.344816
CbA1	Cb	chr10:15784880-15785318	Cb	0.385845
CbA1	Cb	chr10:16206791-16208869	Cb	0.314244
CbA1	Cb	chr10:16242030-16243912	Cb	0.347503
CbA1	Cb	chr10:16243790-16245410	Cb	0.351852
CbA1	Cb	chr10:16245809-16246160	Cb	0.367521
CbA1	Cb	chr10:16468415-16470189	Cb	0.394025
CbA1	Cb	chr10:16569367-16569546	Cb	0.385475
CbA1	Cb	chr10:17021160-17021631	Cb	0.403397
CbA1	Cb	chr10:17407743-17410357	Cb	0.356924
CbA1	Cb	chr10:17473218-17474903	Cb	0.401187
CbA1	Cb	chr10:18130584-18130731	Cb	0.442177
CbA1	Cb	chr10:18727155-18727540	Cb	0.425974
CbA1	Cb	chr10:19088183-19088434	Cb	0.462151
CbA1	Cb	chr10:19162575-19164010	Cb	0.401394
CbA1	Cb	chr10:19530001-19530267	Cb	0.5
CbA1	Cb	chr10:19667986-19668310	Cb	0.450617
CbA1	Cb	chr10:19929929-19930151	Cb	0.387387
CbA1	Cb	chr10:19947540-19947817	Cb	0.465704
CbA1	Cb	chr10:20350334-20351041	Cb	0.403112
CbA1	Cb	chr10:20350334-20351067	Cb	0.405184
CbA1	Cb	chr10:20351140-20351286	Cb	0.486301
CbA1	Cb	chr10:20712249-20716432	Cb	0.388716
CbA1	Cb	chr10:21456798-21458170	Cb	0.456997
CbA1	Cb	chr10:21486485-21486862	Cb	0.395225
CbA1	Cb	chr10:21701538-21701889	Cb	0.475783
CbA1	Cb	chr10:21707577-21707992	Cb	0.40241
CbA1	Cb	chr10:21719380-21720008	Cb	0.426752
CbA1	Cb	chr10:21853610-21854003	Cb	0.483461
CbA1	Cb	chr10:21978976-21979350	Cb	0.350267
CbA1	Cb	chr10:22061408-22061791	Cb	0.373368
CbA1	Cb	chr10:22959879-22962108	Cb	0.376851
CbA1	Cb	chr10:22999609-22999906	Cb	0.457912
CbA1	Cb	chr10:23431157-23431831	Cb	0.375371
CbA1	Cb	chr10:23616677-23617637	Cb	0.407292
CbA1	Cb	chr10:23845843-23848018	Cb	0.401379
CbA1	Cb	chr10:23998438-23998714	Cb	0.528986
CbA1	Cb	chr10:24408581-24409321	Cb	0.354054
CbA1	Cb	chr10:24453451-24454029	Cb	0.396194
CbA1	Cb	chr10:24630305-24630788	Cb	0.401656
CbA1	Cb	chr10:25267399-25267945	Cb	0.340659
CbA1	Cb	chr10:25324123-25324462	Cb	0.510324
CbA1	Cb	chr10:25855443-25856104	Cb	0.344932
CbA1	Cb	chr10:26064642-26066630	Cb	0.397384
CbA1	Cb	chr10:26839130-26839371	Cb	0.414938
CbA1	Cb	chr10:27324711-27325554	Cb	0.332147
CbA1	Cb	chr10:27429142-27429506	Cb	0.315934
CbA1	Cb	chr10:27838461-27840736	Cb	0.348571
CbA1	Cb	chr10:27911256-27912478	Cb	0.370704
CbA1	Cb	chr10:27990617-27990757	Cb	0.5
CbA1	Cb	chr10:28174303-28174600	Cb	0.424242
CbA1	Cb	chr10:28504769-28505486	Cb	0.444909
CbA1	Cb	chr10:28837203-28837536	Cb	0.321321
CbA1	Cb	chr10:28852461-28852739	Cb	0.381295
CbA1	Cb	chr10:29179278-29179631	Cb	0.368272
CbA1	Cb	chr10:29637105-29637329	Cb	0.348214
CbA1	Cb	chr10:29788430-29788808	Cb	0.492063
CbA1	Cb	chr10:29932123-29933335	Cb	0.396865
CbA1	Cb	chr10:30197604-30198193	Cb	0.351443
CbA1	Cb	chr10:30241674-30241931	Cb	0.350195
CbA1	Cb	chr10:30241698-30241930	Cb	0.336207
CbA1	Cb	chr10:30721900-30724374	Cb	0.407842
CbA1	Cb	chr10:31099679-31102500	Cb	0.431053
CbA1	Cb	chr10:31128981-31129436	Cb	0.410989
CbA1	Cb	chr10:31634913-31635297	Cb	0.398438
CbA1	Cb	chr10:32020700-32021342	Cb	0.344237
CbA1	Cb	chr10:32256970-32258964	Cb	0.347041
CbA1	Cb	chr10:32257367-32259680	Cb	0.335927
CbA1	Cb	chr10:33014632-33015316	Cb	0.383041
CbA1	Cb	chr10:33038863-33039206	Cb	0.373178
CbA1	Cb	chr10:33042878-33044476	Cb	0.413642
CbA1	Cb	chr10:33129991-33130324	Cb	0.339339
CbA1	Cb	chr10:33148463-33150669	Cb	0.300544
CbA1	Cb	chr10:33510069-33512571	Cb	0.392886
CbA1	Cb	chr10:34270361-34270683	Cb	0.36646
CbA1	Cb	chr10:34543513-34544029	Cb	0.375969
CbA1	Cb	chr10:34666499-34666728	Cb	0.379913
CbA1	Cb	chr10:34729505-34733238	Cb	0.402357
CbA1	Cb	chr10:35061077-35061482	Cb	0.353086
CbA1	Cb	chr10:35657847-35660307	Cb	0.342683
CbA1	Cb	chr10:36194542-36195232	Cb	0.357971
CbA1	Cb	chr10:36517450-36517958	Cb	0.316929
CbA1	Cb	chr10:36865991-36866542	Cb	0.3902
CbA1	Cb	chr10:37012702-37013249	Cb	0.316271
CbA1	Cb	chr10:37012751-37013283	Cb	0.323308
CbA1	Cb	chr10:37220600-37220899	Cb	0.498328
CbA1	Cb	chr10:37363897-37364734	Cb	0.406213
CbA1	Cb	chr10:37371478-37371653	Cb	0.457143
CbA1	Cb	chr10:37416026-37416422	Cb	0.391414
CbA1	Cb	chr10:37447238-37449355	Cb	0.404346
CbA1	Cb	chr10:37474678-37474960	Cb	0.336879
CbA1	Cb	chr10:37660195-37660978	Cb	0.371648
CbA1	Cb	chr10:37664158-37664494	Cb	0.446429
CbA1	Cb	chr10:37934445-37934591	Cb	0.445205
CbA1	Cb	chr10:38450258-38452152	Cb	0.351637
CbA1	Cb	chr10:38910027-38910768	Cb	0.422402
CbA1	Cb	chr10:39056703-39057462	Cb	0.395257
CbA1	Cb	chr10:39247419-39248874	Cb	0.433677
CbA1	Cb	chr10:39362044-39362313	Cb	0.423792
CbA1	Cb	chr10:39371808-39372812	Cb	0.423307
CbA1	Cb	chr10:39651584-39651887	Cb	0.465347
CbA1	Cb	chr10:39820372-39820994	Cb	0.319936
CbA1	Cb	chr10:39939822-39940056	Cb	0.482906
CbA1	Cb	chr10:40232529-40232917	Cb	0.546392
CbA1	Cb	chr10:40235677-40237051	Cb	0.453421
CbA1	Cb	chr10:40437098-40437491	Cb	0.447837
CbA1	Cb	chr10:40812642-40812958	Cb	0.405063
CbA1	Cb	chr10:41044691-41045333	Cb	0.400312
CbA1	Cb	chr10:41117447-41117913	Cb	0.459227
CbA1	Cb	chr10:41151671-41151811	Cb	0.542857
CbA1	Cb	chr10:41265202-41265897	Cb	0.414388
CbA1	Cb	chr10:41525211-41525674	Cb	0.427646
CbA1	Cb	chr10:41756710-41757426	Cb	0.421788
CbA1	Cb	chr10:41898489-41898712	Cb	0.452915
CbA1	Cb	chr10:43425055-43426408	Cb	0.42646
CbA1	Cb	chr10:43689498-43691791	Cb	0.467946
CbA1	Cb	chr10:43869274-43869622	Cb	0.390805
CbA1	Cb	chr10:43927316-43927596	Cb	0.335714
CbA1	Cb	chr10:43969691-43970044	Cb	0.481586
CbA1	Cb	chr10:44625257-44625603	Cb	0.421965
CbA1	Cb	chr10:45125067-45125826	Cb	0.491436
CbA1	Cb	chr10:45387889-45391943	Cb	0.385792
CbA1	Cb	chr10:45998468-46002779	Cb	0.385061
CbA1	Cb	chr10:47891131-47893679	Cb	0.39168
CbA1	Cb	chr10:48587529-48590315	Cb	0.319813
CbA1	Cb	chr10:48688115-48689209	Cb	0.297075
CbA1	Cb	chr10:48765492-48765984	Cb	0.406504
CbA1	Cb	chr10:48767701-48767947	Cb	0.463415
CbA1	Cb	chr10:49185925-49188654	Cb	0.314034
CbA1	Cb	chr10:49566210-49567445	Cb	0.37166
CbA1	Cb	chr10:49957677-49958042	Cb	0.375342
CbA1	Cb	chr10:49964573-49966753	Cb	0.409174
CbA1	Cb	chr10:49998567-49999122	Cb	0.34955
CbA1	Cb	chr10:50450494-50450964	Cb	0.353191
CbA1	Cb	chr10:50572133-50572506	Cb	0.450402
CbA1	Cb	chr10:50847340-50848802	Cb	0.350889
CbA1	Cb	chr10:50939544-50940141	Cb	0.358459
CbA1	Cb	chr10:51021752-51025428	Cb	0.357998
CbA1	Cb	chr10:51778563-51779020	Cb	0.36105
CbA1	Cb	chr10:51968046-51968327	Cb	0.427046
CbA1	Cb	chr10:52060754-52061342	Cb	0.396259
CbA1	Cb	chr10:52329278-52329633	Cb	0.360563
CbA1	Cb	chr10:52416044-52417344	Cb	0.428462
CbA1	Cb	chr10:52911420-52911978	Cb	0.38172
CbA1	Cb	chr10:53396860-53397363	Cb	0.369781
CbA1	Cb	chr10:54205733-54205922	Cb	0.497355
CbA1	Cb	chr10:54241683-54242230	Cb	0.378428
CbA1	Cb	chr10:54452694-54452982	Cb	0.503472
CbA1	Cb	chr10:55142774-55144086	Cb	0.289634
CbA1	Cb	chr10:55449342-55450452	Cb	0.363063
CbA1	Cb	chr10:55902320-55902670	Cb	0.414286
CbA1	Cb	chr10:55903978-55904473	Cb	0.361616
CbA1	Cb	chr10:56045755-56048473	Cb	0.361295
