Sample	Group	eccDNA	Type	GC
CbY1	Cb	chr1:88794578-88796438	Cb	0.485484
CbY1	Cb	chr1:88841946-88842092	Cb	0.5
CbY1	Cb	chr1:89229704-89230076	Cb	0.462366
CbY1	Cb	chr1:89293325-89293858	Cb	0.371482
CbY1	Cb	chr1:89448869-89449245	Cb	0.470745
CbY1	Cb	chr1:89543978-89544497	Cb	0.450867
CbY1	Cb	chr1:89713853-89714401	Cb	0.50365
CbY1	Cb	chr1:90171485-90171826	Cb	0.451613
CbY1	Cb	chr1:90316479-90316934	Cb	0.474725
CbY1	Cb	chr1:90496245-90496618	Cb	0.402145
CbY1	Cb	chr1:90568259-90568449	Cb	0.447368
CbY1	Cb	chr1:90692667-90692904	Cb	0.447257
CbY1	Cb	chr1:90738621-90739009	Cb	0.427835
CbY1	Cb	chr1:90790823-90791161	Cb	0.52071
CbY1	Cb	chr1:91005879-91006295	Cb	0.425481
CbY1	Cb	chr1:91064861-91065242	Cb	0.545932
CbY1	Cb	chr1:91309547-91309849	Cb	0.566225
CbY1	Cb	chr1:91444819-91445756	Cb	0.517609
CbY1	Cb	chr1:91805411-91805791	Cb	0.468421
CbY1	Cb	chr1:91806736-91807091	Cb	0.405634
CbY1	Cb	chr1:91813577-91813801	Cb	0.522321
CbY1	Cb	chr1:92005717-92005932	Cb	0.469767
CbY1	Cb	chr1:92180343-92181093	Cb	0.66
CbY1	Cb	chr1:92282935-92283250	Cb	0.501587
CbY1	Cb	chr1:92377717-92378122	Cb	0.523457
CbY1	Cb	chr1:92383302-92384664	Cb	0.460352
CbY1	Cb	chr1:92444062-92444748	Cb	0.505831
CbY1	Cb	chr1:92641857-92642059	Cb	0.673267
CbY1	Cb	chr1:92702007-92702367	Cb	0.525
CbY1	Cb	chr1:93025984-93026954	Cb	0.559794
CbY1	Cb	chr1:93165385-93166451	Cb	0.481238
CbY1	Cb	chr1:93263893-93264114	Cb	0.466063
CbY1	Cb	chr1:93367822-93368132	Cb	0.490323
CbY1	Cb	chr1:93911367-93911699	Cb	0.424699
CbY1	Cb	chr1:94494962-94495576	Cb	0.415309
CbY1	Cb	chr1:94738616-94739385	Cb	0.387516
CbY1	Cb	chr1:94743771-94748637	Cb	0.354295
CbY1	Cb	chr1:94830792-94831095	Cb	0.39604
CbY1	Cb	chr1:94910343-94910753	Cb	0.346341
CbY1	Cb	chr1:95246865-95247251	Cb	0.313471
CbY1	Cb	chr1:95518857-95519236	Cb	0.369393
CbY1	Cb	chr1:95730008-95730207	Cb	0.447236
CbY1	Cb	chr1:95891595-95892182	Cb	0.429302
CbY1	Cb	chr1:95970925-95972087	Cb	0.347676
CbY1	Cb	chr1:96160460-96161419	Cb	0.435871
CbY1	Cb	chr1:96381651-96381934	Cb	0.40636
CbY1	Cb	chr1:96597884-96598267	Cb	0.334204
CbY1	Cb	chr1:96768665-96768872	Cb	0.439614
CbY1	Cb	chr1:96856647-96858036	Cb	0.366451
CbY1	Cb	chr1:97207990-97208178	Cb	0.446809
CbY1	Cb	chr1:97567614-97569860	Cb	0.386465
CbY1	Cb	chr1:97770395-97770685	Cb	0.613793
CbY1	Cb	chr1:97816736-97819664	Cb	0.383197
CbY1	Cb	chr1:98244714-98245076	Cb	0.475138
CbY1	Cb	chr1:98447086-98447384	Cb	0.315436
CbY1	Cb	chr1:98501446-98501828	Cb	0.395288
CbY1	Cb	chr1:98507003-98507556	Cb	0.23689
CbY1	Cb	chr1:98614361-98614597	Cb	0.40678
CbY1	Cb	chr1:98760335-98760683	Cb	0.468391
CbY1	Cb	chr1:98893003-98893756	Cb	0.341301
CbY1	Cb	chr1:99048444-99048764	Cb	0.375
CbY1	Cb	chr1:99067017-99067880	Cb	0.447277
CbY1	Cb	chr1:99417446-99417681	Cb	0.570213
CbY1	Cb	chr1:99770920-99771733	Cb	0.409594
CbY1	Cb	chr1:99885517-99886571	Cb	0.422201
CbY1	Cb	chr1:100179604-100180638	Cb	0.39265
CbY1	Cb	chr1:100353261-100353782	Cb	0.349328
CbY1	Cb	chr1:100412965-100413138	Cb	0.421965
CbY1	Cb	chr1:101113901-101117080	Cb	0.351368
CbY1	Cb	chr1:101130917-101131411	Cb	0.398785
CbY1	Cb	chr1:101387661-101389300	Cb	0.339231
CbY1	Cb	chr1:101525403-101526283	Cb	0.407955
CbY1	Cb	chr1:101585582-101585723	Cb	0.347518
CbY1	Cb	chr1:102029995-102030355	Cb	0.408333
CbY1	Cb	chr1:102981917-102982377	Cb	0.328261
CbY1	Cb	chr1:103309602-103309959	Cb	0.37535
CbY1	Cb	chr1:103381967-103382447	Cb	0.4
CbY1	Cb	chr1:103985888-103986041	Cb	0.352941
CbY1	Cb	chr1:104062999-104063394	Cb	0.427848
CbY1	Cb	chr1:104607764-104608040	Cb	0.32971
CbY1	Cb	chr1:104617851-104618116	Cb	0.320755
CbY1	Cb	chr1:105060024-105060388	Cb	0.461538
CbY1	Cb	chr1:105293919-105294455	Cb	0.440298
CbY1	Cb	chr1:105346867-105347123	Cb	0.507812
CbY1	Cb	chr1:105428691-105429048	Cb	0.408964
CbY1	Cb	chr1:105531102-105531938	Cb	0.407895
CbY1	Cb	chr1:105828106-105828256	Cb	0.493333
CbY1	Cb	chr1:105870297-105871142	Cb	0.455621
CbY1	Cb	chr1:106026054-106026274	Cb	0.431818
CbY1	Cb	chr1:106611328-106611530	Cb	0.549505
CbY1	Cb	chr1:106660839-106660970	Cb	0.396947
CbY1	Cb	chr1:106666885-106667296	Cb	0.476886
CbY1	Cb	chr1:106881679-106882005	Cb	0.435583
CbY1	Cb	chr1:107457599-107458447	Cb	0.360849
CbY1	Cb	chr1:107486448-107486905	Cb	0.417943
CbY1	Cb	chr1:108133547-108134067	Cb	0.398077
CbY1	Cb	chr1:108246919-108247226	Cb	0.433225
CbY1	Cb	chr1:108559742-108559940	Cb	0.489899
CbY1	Cb	chr1:108802550-108803024	Cb	0.491561
CbY1	Cb	chr1:109733771-109733978	Cb	0.439614
CbY1	Cb	chr1:109849046-109849630	Cb	0.434932
CbY1	Cb	chr1:109940678-109941080	Cb	0.313433
CbY1	Cb	chr1:111442842-111443498	Cb	0.394817
CbY1	Cb	chr1:111786616-111786774	Cb	0.392405
CbY1	Cb	chr1:111809058-111809846	Cb	0.406091
CbY1	Cb	chr1:112700134-112702929	Cb	0.392129
CbY1	Cb	chr1:112878928-112879163	Cb	0.382979
CbY1	Cb	chr1:113308719-113310494	Cb	0.385915
CbY1	Cb	chr1:113443417-113444478	Cb	0.393968
CbY1	Cb	chr1:113741332-113742092	Cb	0.376316
CbY1	Cb	chr1:113825026-113825371	Cb	0.472464
CbY1	Cb	chr1:114884724-114885090	Cb	0.448087
CbY1	Cb	chr1:114903191-114904174	Cb	0.414039
CbY1	Cb	chr1:115021680-115021780	Cb	0.42
CbY1	Cb	chr1:115194636-115195177	Cb	0.358595
CbY1	Cb	chr1:115224197-115224748	Cb	0.315789
CbY1	Cb	chr1:115455157-115455736	Cb	0.316062
CbY1	Cb	chr1:115608949-115609236	Cb	0.484321
CbY1	Cb	chr1:116000577-116001985	Cb	0.382102
CbY1	Cb	chr1:116040682-116041949	Cb	0.39779
CbY1	Cb	chr1:116088051-116088441	Cb	0.405128
CbY1	Cb	chr1:116157418-116157652	Cb	0.487179
CbY1	Cb	chr1:116336977-116338898	Cb	0.382613
CbY1	Cb	chr1:116721935-116722270	Cb	0.280597
CbY1	Cb	chr1:116822981-116823360	Cb	0.369393
CbY1	Cb	chr1:117313309-117313552	Cb	0.399177
CbY1	Cb	chr1:117418683-117419097	Cb	0.359903
CbY1	Cb	chr1:118642086-118642705	Cb	0.439418
CbY1	Cb	chr1:118660327-118661130	Cb	0.452055
CbY1	Cb	chr1:118666202-118666829	Cb	0.46571
CbY1	Cb	chr1:118941064-118941313	Cb	0.51004
CbY1	Cb	chr1:118941815-118942383	Cb	0.519366
CbY1	Cb	chr1:119050641-119051842	Cb	0.485429
CbY1	Cb	chr1:119179105-119179854	Cb	0.397864
CbY1	Cb	chr1:119191983-119192353	Cb	0.47027
CbY1	Cb	chr1:119227635-119228333	Cb	0.527221
CbY1	Cb	chr1:119255419-119255659	Cb	0.504167
CbY1	Cb	chr1:119317250-119317498	Cb	0.439516
CbY1	Cb	chr1:119442481-119442690	Cb	0.5311
CbY1	Cb	chr1:119593269-119593767	Cb	0.375502
CbY1	Cb	chr1:119770030-119770688	Cb	0.344985
CbY1	Cb	chr1:119862643-119863377	Cb	0.391008
CbY1	Cb	chr1:120013283-120013640	Cb	0.47619
CbY1	Cb	chr1:120105909-120106136	Cb	0.480176
CbY1	Cb	chr1:120414245-120414740	Cb	0.49697
CbY1	Cb	chr1:120420784-120421698	Cb	0.489059
CbY1	Cb	chr1:120624609-120624943	Cb	0.389222
CbY1	Cb	chr1:120654323-120654590	Cb	0.498127
CbY1	Cb	chr1:120708389-120709255	Cb	0.449192
CbY1	Cb	chr1:121450011-121450379	Cb	0.480978
CbY1	Cb	chr1:121488542-121489136	Cb	0.479798
CbY1	Cb	chr1:121605688-121606455	Cb	0.456323
CbY1	Cb	chr1:121975814-121976961	Cb	0.381866
CbY1	Cb	chr1:121981759-121982338	Cb	0.340242
CbY1	Cb	chr1:123136194-123136537	Cb	0.440233
CbY1	Cb	chr1:123410087-123410868	Cb	0.304738
CbY1	Cb	chr1:123618958-123619679	Cb	0.382802
CbY1	Cb	chr1:123913555-123914678	Cb	0.447907
CbY1	Cb	chr1:123933007-123933332	Cb	0.449231
CbY1	Cb	chr1:123966635-123967021	Cb	0.362694
CbY1	Cb	chr1:124034885-124035471	Cb	0.372014
CbY1	Cb	chr1:124540447-124540811	Cb	0.381868
CbY1	Cb	chr1:124548562-124548805	Cb	0.37037
CbY1	Cb	chr1:124690495-124692904	Cb	0.381071
CbY1	Cb	chr1:124703800-124704769	Cb	0.391125
CbY1	Cb	chr1:124816670-124816972	Cb	0.334437
CbY1	Cb	chr1:125037916-125038234	Cb	0.349057
CbY1	Cb	chr1:125178593-125179008	Cb	0.440964
CbY1	Cb	chr1:125443627-125443974	Cb	0.466859
CbY1	Cb	chr1:125459240-125462440	Cb	0.44625
CbY1	Cb	chr1:125574845-125575254	Cb	0.464548
CbY1	Cb	chr1:125598018-125598125	Cb	0.523364
CbY1	Cb	chr1:125850375-125852030	Cb	0.436254
CbY1	Cb	chr1:125887909-125888482	Cb	0.47644
CbY1	Cb	chr1:126285339-126286022	Cb	0.414348
CbY1	Cb	chr1:126542173-126542812	Cb	0.446009
CbY1	Cb	chr1:126698930-126699538	Cb	0.421053
CbY1	Cb	chr1:127003524-127003735	Cb	0.436019
CbY1	Cb	chr1:127136736-127136923	Cb	0.475936
CbY1	Cb	chr1:127182313-127182667	Cb	0.460452
CbY1	Cb	chr1:127362427-127362999	Cb	0.382867
CbY1	Cb	chr1:127553197-127553630	Cb	0.466513
CbY1	Cb	chr1:127920316-127920700	Cb	0.335938
CbY1	Cb	chr1:128006886-128007304	Cb	0.440191
CbY1	Cb	chr1:128080185-128080728	Cb	0.412523
CbY1	Cb	chr1:128218942-128219136	Cb	0.443299
CbY1	Cb	chr1:128284506-128284786	Cb	0.507143
CbY1	Cb	chr1:128602964-128603114	Cb	0.52
CbY1	Cb	chr1:128613552-128614306	Cb	0.461538
CbY1	Cb	chr1:128781826-128782127	Cb	0.498339
CbY1	Cb	chr1:128835183-128835804	Cb	0.484702
CbY1	Cb	chr1:128846354-128846716	Cb	0.364641
CbY1	Cb	chr1:128963265-128963646	Cb	0.459318
CbY1	Cb	chr1:129374964-129377102	Cb	0.386342
CbY1	Cb	chr1:129562031-129562536	Cb	0.340594
CbY1	Cb	chr1:129656834-129657112	Cb	0.420863
CbY1	Cb	chr1:129985077-129985212	Cb	0.533333
CbY1	Cb	chr1:130300347-130301628	Cb	0.405933
CbY1	Cb	chr1:130308720-130309451	Cb	0.396717
CbY1	Cb	chr1:130682068-130682434	Cb	0.461749
CbY1	Cb	chr1:130715959-130716243	Cb	0.545775
CbY1	Cb	chr1:130820940-130821106	Cb	0.536145
CbY1	Cb	chr1:130897999-130898673	Cb	0.397626
CbY1	Cb	chr1:130988957-130989356	Cb	0.43609
CbY1	Cb	chr1:131264444-131264812	Cb	0.44837
CbY1	Cb	chr1:131346887-131347954	Cb	0.443299
CbY1	Cb	chr1:131385900-131386918	Cb	0.378193
CbY1	Cb	chr1:131914115-131914454	Cb	0.330383
CbY1	Cb	chr1:132134489-132135251	Cb	0.486877
CbY1	Cb	chr1:132429794-132430926	Cb	0.424912
CbY1	Cb	chr1:132910272-132911454	Cb	0.527919
CbY1	Cb	chr1:132941340-132941863	Cb	0.48566
CbY1	Cb	chr1:133009717-133010084	Cb	0.416894
CbY1	Cb	chr1:133162925-133163500	Cb	0.490435
CbY1	Cb	chr1:133213814-133214232	Cb	0.511962
CbY1	Cb	chr1:133291461-133292158	Cb	0.473458
CbY1	Cb	chr1:133375357-133375638	Cb	0.491103
CbY1	Cb	chr1:133452315-133452544	Cb	0.567686
CbY1	Cb	chr1:133794350-133797220	Cb	0.466202
CbY1	Cb	chr1:133815227-133816371	Cb	0.482517
CbY1	Cb	chr1:133894892-133895541	Cb	0.489985
CbY1	Cb	chr1:133903722-133904008	Cb	0.475524
CbY1	Cb	chr1:133967785-133967882	Cb	0.474227
CbY1	Cb	chr1:134054369-134055537	Cb	0.502568
CbY1	Cb	chr1:134058233-134058937	Cb	0.480114
CbY1	Cb	chr1:134313665-134314046	Cb	0.540682
CbY1	Cb	chr1:134517416-134517792	Cb	0.513298
CbY1	Cb	chr1:134523811-134524477	Cb	0.510511
CbY1	Cb	chr1:134599334-134599728	Cb	0.383249
CbY1	Cb	chr1:134644238-134644574	Cb	0.488095
CbY1	Cb	chr1:134845986-134846367	Cb	0.419948
CbY1	Cb	chr1:135338868-135339206	Cb	0.452663
CbY1	Cb	chr1:135498320-135498740	Cb	0.471429
CbY1	Cb	chr1:135813373-135813724	Cb	0.481481
CbY1	Cb	chr1:135833076-135833513	Cb	0.443936
CbY1	Cb	chr1:136094618-136095046	Cb	0.570093
CbY1	Cb	chr1:136108131-136108530	Cb	0.526316
CbY1	Cb	chr1:136245192-136245666	Cb	0.459916
CbY1	Cb	chr1:136261851-136262058	Cb	0.541063
CbY1	Cb	chr1:136277418-136278566	Cb	0.436411
CbY1	Cb	chr1:136552950-136553276	Cb	0.490798
CbY1	Cb	chr1:136594442-136595042	Cb	0.466667
CbY1	Cb	chr1:136857631-136859210	Cb	0.471184
CbY1	Cb	chr1:136884180-136884585	Cb	0.461728
CbY1	Cb	chr1:137206681-137207109	Cb	0.38785
CbY1	Cb	chr1:137227374-137227656	Cb	0.358156
CbY1	Cb	chr1:137238339-137238857	Cb	0.393822
CbY1	Cb	chr1:137433215-137433524	Cb	0.398058
CbY1	Cb	chr1:137488929-137489443	Cb	0.414397
CbY1	Cb	chr1:137548117-137548475	Cb	0.410615
CbY1	Cb	chr1:137942900-137943149	Cb	0.361446
CbY1	Cb	chr1:138162138-138162695	Cb	0.405745
CbY1	Cb	chr1:138331116-138331604	Cb	0.39959
CbY1	Cb	chr1:138427595-138428116	Cb	0.37428
CbY1	Cb	chr1:138539872-138541194	Cb	0.431165
CbY1	Cb	chr1:138540100-138540882	Cb	0.428389
CbY1	Cb	chr1:138540101-138540882	Cb	0.428937
CbY1	Cb	chr1:138711637-138712074	Cb	0.455378
CbY1	Cb	chr1:139095616-139096770	Cb	0.418544
CbY1	Cb	chr1:139160498-139161104	Cb	0.488449
CbY1	Cb	chr1:139332023-139332481	Cb	0.406114
CbY1	Cb	chr1:139383413-139384438	Cb	0.374634
CbY1	Cb	chr1:139980687-139981326	Cb	0.383412
CbY1	Cb	chr1:140283817-140284649	Cb	0.34976
CbY1	Cb	chr1:140488636-140490141	Cb	0.409967
CbY1	Cb	chr1:140696076-140696369	Cb	0.494881
CbY1	Cb	chr1:140734055-140734466	Cb	0.36253
CbY1	Cb	chr1:140939742-140940550	Cb	0.345297
CbY1	Cb	chr1:140977996-140978751	Cb	0.394702
CbY1	Cb	chr1:141235739-141236089	Cb	0.397143
CbY1	Cb	chr1:141324247-141325176	Cb	0.348762
CbY1	Cb	chr1:141356395-141356627	Cb	0.5
CbY1	Cb	chr1:141408927-141409417	Cb	0.342857
CbY1	Cb	chr1:141558336-141558886	Cb	0.516364
CbY1	Cb	chr1:142112566-142112945	Cb	0.364116
CbY1	Cb	chr1:142542998-142543513	Cb	0.333981
CbY1	Cb	chr1:142609957-142611510	Cb	0.426272
CbY1	Cb	chr1:142666272-142666533	Cb	0.363985
CbY1	Cb	chr1:143152540-143152932	Cb	0.431122
CbY1	Cb	chr1:143179019-143179365	Cb	0.343931
CbY1	Cb	chr1:143253734-143254521	Cb	0.453621
CbY1	Cb	chr1:144036069-144036208	Cb	0.352518
CbY1	Cb	chr1:144140696-144141292	Cb	0.426174
CbY1	Cb	chr1:144273723-144276307	Cb	0.370743
CbY1	Cb	chr1:144385174-144385546	Cb	0.540323
CbY1	Cb	chr1:144589355-144590097	Cb	0.456873
CbY1	Cb	chr1:144921176-144921954	Cb	0.392031
CbY1	Cb	chr1:145093812-145094210	Cb	0.336683
CbY1	Cb	chr1:145282862-145283241	Cb	0.353562
CbY1	Cb	chr1:145871627-145874065	Cb	0.331009
CbY1	Cb	chr1:146014457-146015247	Cb	0.426582
CbY1	Cb	chr1:146695381-146696010	Cb	0.391097
CbY1	Cb	chr1:147178736-147179278	Cb	0.236162
CbY1	Cb	chr1:147451573-147451876	Cb	0.39604
CbY1	Cb	chr1:147562225-147562768	Cb	0.298343
CbY1	Cb	chr1:147893996-147895523	Cb	0.358219
CbY1	Cb	chr1:147925997-147926567	Cb	0.349123
CbY1	Cb	chr1:148191199-148191592	Cb	0.368957
CbY1	Cb	chr1:148919888-148920597	Cb	0.359661
CbY1	Cb	chr1:149127692-149128080	Cb	0.384021
CbY1	Cb	chr1:149321642-149322540	Cb	0.344098
CbY1	Cb	chr1:149420552-149421112	Cb	0.4
CbY1	Cb	chr1:149550128-149550432	Cb	0.332237
CbY1	Cb	chr1:149612485-149612803	Cb	0.336478
CbY1	Cb	chr1:149699771-149700163	Cb	0.298469
CbY1	Cb	chr1:149747015-149747786	Cb	0.341115
CbY1	Cb	chr1:150174194-150174553	Cb	0.465181
CbY1	Cb	chr1:150221726-150222768	Cb	0.408829
CbY1	Cb	chr1:150376176-150376519	Cb	0.44898
CbY1	Cb	chr1:150419988-150420354	Cb	0.357924
CbY1	Cb	chr1:150541904-150542315	Cb	0.435523
CbY1	Cb	chr1:150832255-150832634	Cb	0.467018
CbY1	Cb	chr1:151056353-151056721	Cb	0.410326
CbY1	Cb	chr1:151522741-151523016	Cb	0.465455
CbY1	Cb	chr1:151522741-151523059	Cb	0.477987
CbY1	Cb	chr1:151793526-151793870	Cb	0.398256
CbY1	Cb	chr1:151828072-151828394	Cb	0.437888
CbY1	Cb	chr1:151943252-151944258	Cb	0.466203
CbY1	Cb	chr1:151975301-151975867	Cb	0.489399
CbY1	Cb	chr1:151978243-151978945	Cb	0.465812
CbY1	Cb	chr1:152133881-152134241	Cb	0.344444
CbY1	Cb	chr1:152623646-152624367	Cb	0.443828
CbY1	Cb	chr1:152862919-152863340	Cb	0.451306
CbY1	Cb	chr1:152968200-152968415	Cb	0.497674
CbY1	Cb	chr1:153005681-153006238	Cb	0.463196
CbY1	Cb	chr1:153179496-153179850	Cb	0.412429
CbY1	Cb	chr1:153440606-153441501	Cb	0.439106
CbY1	Cb	chr1:153505076-153507328	Cb	0.46714
CbY1	Cb	chr1:153538749-153539587	Cb	0.434368
CbY1	Cb	chr1:153771311-153771510	Cb	0.462312
CbY1	Cb	chr1:154042806-154046812	Cb	0.403145
CbY1	Cb	chr1:154117486-154117803	Cb	0.523659
CbY1	Cb	chr1:154147404-154147579	Cb	0.451429
CbY1	Cb	chr1:154212323-154212864	Cb	0.386322
CbY1	Cb	chr1:154294814-154295028	Cb	0.38785
CbY1	Cb	chr1:154308904-154309168	Cb	0.424242
CbY1	Cb	chr1:154537040-154539934	Cb	0.389081
CbY1	Cb	chr1:154649776-154650139	Cb	0.37741
CbY1	Cb	chr1:154659682-154659976	Cb	0.482993
CbY1	Cb	chr1:155089518-155090562	Cb	0.454023
CbY1	Cb	chr1:155200587-155200826	Cb	0.531381
CbY1	Cb	chr1:155251679-155252013	Cb	0.526946
CbY1	Cb	chr1:155342762-155343449	Cb	0.339156
CbY1	Cb	chr1:155471604-155472379	Cb	0.428387
CbY1	Cb	chr1:155550133-155550531	Cb	0.399497
CbY1	Cb	chr1:155850061-155850551	Cb	0.412245
CbY1	Cb	chr1:156013173-156016007	Cb	0.375088
CbY1	Cb	chr1:156302661-156302877	Cb	0.486111
CbY1	Cb	chr1:156754637-156755237	Cb	0.518333
CbY1	Cb	chr1:156813304-156813661	Cb	0.459384
CbY1	Cb	chr1:156900238-156901454	Cb	0.339638
CbY1	Cb	chr1:157675192-157675671	Cb	0.377871
CbY1	Cb	chr1:157809229-157809566	Cb	0.388724
CbY1	Cb	chr1:157939659-157941207	Cb	0.434755
CbY1	Cb	chr1:158285230-158285575	Cb	0.449275
CbY1	Cb	chr1:158538730-158540908	Cb	0.394858
CbY1	Cb	chr1:158572885-158573592	Cb	0.435644
CbY1	Cb	chr1:158616050-158617717	Cb	0.371926
CbY1	Cb	chr1:158744025-158744302	Cb	0.3213
CbY1	Cb	chr1:158952809-158953140	Cb	0.465257
CbY1	Cb	chr1:159043852-159044654	Cb	0.400249
CbY1	Cb	chr1:159276869-159277265	Cb	0.292929
CbY1	Cb	chr1:159418106-159418334	Cb	0.491228
CbY1	Cb	chr1:159504367-159504750	Cb	0.391645
CbY1	Cb	chr1:160109863-160110261	Cb	0.424623
CbY1	Cb	chr1:160119894-160120242	Cb	0.422414
CbY1	Cb	chr1:160180040-160180242	Cb	0.509901
CbY1	Cb	chr1:160395965-160396326	Cb	0.445983
CbY1	Cb	chr1:160526630-160527357	Cb	0.415406
CbY1	Cb	chr1:160648163-160648560	Cb	0.289673
CbY1	Cb	chr1:160952830-160953291	Cb	0.370933
CbY1	Cb	chr1:161075453-161075807	Cb	0.398305
CbY1	Cb	chr1:161161016-161161201	Cb	0.443243
CbY1	Cb	chr1:161182233-161182803	Cb	0.454386
CbY1	Cb	chr1:161191928-161192160	Cb	0.465517
CbY1	Cb	chr1:161215555-161215901	Cb	0.468208
CbY1	Cb	chr1:161217675-161218014	Cb	0.466077
CbY1	Cb	chr1:161395475-161395823	Cb	0.557471
CbY1	Cb	chr1:161761705-161762478	Cb	0.423027
CbY1	Cb	chr1:162082746-162082944	Cb	0.484848
CbY1	Cb	chr1:162222537-162223336	Cb	0.329161
CbY1	Cb	chr1:162301337-162302904	Cb	0.393746
CbY1	Cb	chr1:162557991-162558704	Cb	0.446003
CbY1	Cb	chr1:162612677-162614281	Cb	0.400873
CbY1	Cb	chr1:162636948-162637180	Cb	0.331897
CbY1	Cb	chr1:162707539-162707907	Cb	0.42663
CbY1	Cb	chr1:162935137-162935363	Cb	0.376106
CbY1	Cb	chr1:163211402-163211771	Cb	0.384824
CbY1	Cb	chr1:163851670-163852961	Cb	0.358637
CbY1	Cb	chr1:164050345-164051106	Cb	0.465177
CbY1	Cb	chr1:164061833-164062799	Cb	0.438923
CbY1	Cb	chr1:164139858-164140226	Cb	0.491848
CbY1	Cb	chr1:164272850-164273268	Cb	0.375598
CbY1	Cb	chr1:164359636-164359989	Cb	0.430595
CbY1	Cb	chr1:164509775-164510101	Cb	0.481595
CbY1	Cb	chr1:164818855-164819358	Cb	0.502982
CbY1	Cb	chr1:165125390-165126186	Cb	0.482412
CbY1	Cb	chr1:165241256-165241611	Cb	0.44507
CbY1	Cb	chr1:165452339-165452523	Cb	0.48913
CbY1	Cb	chr1:166028346-166028677	Cb	0.495468
CbY1	Cb	chr1:166045176-166045567	Cb	0.519182
CbY1	Cb	chr1:166154050-166154283	Cb	0.39485
CbY1	Cb	chr1:166556681-166556977	Cb	0.466216
CbY1	Cb	chr1:166647074-166647263	Cb	0.396825
CbY1	Cb	chr1:166647084-166647263	Cb	0.379888
CbY1	Cb	chr1:166903135-166903506	Cb	0.420485
CbY1	Cb	chr1:167040248-167040614	Cb	0.434426
CbY1	Cb	chr1:167089723-167091635	Cb	0.422594
CbY1	Cb	chr1:167109996-167110483	Cb	0.431212
CbY1	Cb	chr1:167337535-167337696	Cb	0.52795
CbY1	Cb	chr1:167564806-167565200	Cb	0.472081
CbY1	Cb	chr1:167630807-167631184	Cb	0.506631
CbY1	Cb	chr1:167845989-167846326	Cb	0.48368
CbY1	Cb	chr1:167955315-167956094	Cb	0.417202
CbY1	Cb	chr1:168455496-168455705	Cb	0.526316
CbY1	Cb	chr1:168507317-168507847	Cb	0.388679
CbY1	Cb	chr1:168701979-168703102	Cb	0.437222
CbY1	Cb	chr1:168783175-168783741	Cb	0.409894
CbY1	Cb	chr1:169060529-169060847	Cb	0.471698
CbY1	Cb	chr1:169096635-169097391	Cb	0.466931
CbY1	Cb	chr1:169283947-169284227	Cb	0.421429
CbY1	Cb	chr1:169474595-169474944	Cb	0.401146
CbY1	Cb	chr1:169510565-169511254	Cb	0.407837
CbY1	Cb	chr1:169521048-169521738	Cb	0.334783
CbY1	Cb	chr1:169686759-169688880	Cb	0.413484
CbY1	Cb	chr1:169769123-169769735	Cb	0.374183
CbY1	Cb	chr1:169907158-169908341	Cb	0.441251
CbY1	Cb	chr1:170089376-170089749	Cb	0.391421
CbY1	Cb	chr1:170234199-170235061	Cb	0.443155
CbY1	Cb	chr1:170318485-170319221	Cb	0.540761
CbY1	Cb	chr1:170435120-170435446	Cb	0.40184
CbY1	Cb	chr1:170495880-170496575	Cb	0.492086
CbY1	Cb	chr1:170555059-170555532	Cb	0.4926
CbY1	Cb	chr1:171099657-171100244	Cb	0.471891
CbY1	Cb	chr1:171126387-171127050	Cb	0.487179
CbY1	Cb	chr1:171142618-171142866	Cb	0.459677
CbY1	Cb	chr1:171151965-171152518	Cb	0.443038
CbY1	Cb	chr1:171151999-171152294	Cb	0.416949
CbY1	Cb	chr1:171478028-171478605	Cb	0.533795
CbY1	Cb	chr1:171591730-171592055	Cb	0.363077
CbY1	Cb	chr1:171654308-171654711	Cb	0.456576
CbY1	Cb	chr1:171702219-171702541	Cb	0.459627
CbY1	Cb	chr1:171747016-171747375	Cb	0.431755
CbY1	Cb	chr1:171905378-171905714	Cb	0.330357
CbY1	Cb	chr1:172072648-172072881	Cb	0.579399
CbY1	Cb	chr1:172282891-172285517	Cb	0.497715
CbY1	Cb	chr1:172311056-172312193	Cb	0.53562
CbY1	Cb	chr1:172404019-172404389	Cb	0.402703
CbY1	Cb	chr1:172683753-172683965	Cb	0.415094
CbY1	Cb	chr1:172743518-172743813	Cb	0.379661
CbY1	Cb	chr1:173175436-173175757	Cb	0.376947
CbY1	Cb	chr1:173329866-173331591	Cb	0.444638
CbY1	Cb	chr1:173689271-173692609	Cb	0.418214
CbY1	Cb	chr1:173758678-173759115	Cb	0.345538
CbY1	Cb	chr1:173830324-173830543	Cb	0.420091
CbY1	Cb	chr1:173923749-173924514	Cb	0.377778
CbY1	Cb	chr1:174176123-174176391	Cb	0.324627
CbY1	Cb	chr1:174359580-174359774	Cb	0.525773
CbY1	Cb	chr1:174476268-174476569	Cb	0.408638
CbY1	Cb	chr1:174680433-174683086	Cb	0.377309
CbY1	Cb	chr1:174791870-174792430	Cb	0.417857
CbY1	Cb	chr1:175051521-175051869	Cb	0.373563
CbY1	Cb	chr1:175094008-175094613	Cb	0.42314
CbY1	Cb	chr1:175764372-175764745	Cb	0.407507
CbY1	Cb	chr1:176024057-176024593	Cb	0.328358
CbY1	Cb	chr1:176024923-176025666	Cb	0.387618
